text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,,
Having the flu SUCKS 🤒😷🤧,FALSE,4,NA,3/2/19 4:38,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",bezy_bby,0,FALSE,FALSE,NA,NA,,,
Uh oh I don’t feel good dear lord plz don’t let me get the flu-type-ish shit my coworker just had,FALSE,2,NA,3/2/19 4:34,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",kayla_ehrecke,0,FALSE,FALSE,NA,NA,,,
@hello_star_tea 👀the flu as in zombies?,FALSE,1,hello_star_tea,3/2/19 4:34,FALSE,1.10162E+18,1.1017E+18,374806284,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",MIRU667,0,FALSE,FALSE,NA,NA,,,
"The flu is no fun. As soon as ya start to feel better, the fever creeps back up, plus I have a headache now. 😫",FALSE,2,NA,3/2/19 4:32,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MrsBr0cc0,0,FALSE,FALSE,NA,NA,,,
"@CuriousCoobah Yes. Hopefully it’s *not* the flu, but honestly, if it is, it’s better to try and get it treated rig… https://t.co/Lenqe3iPAD",FALSE,1,CuriousCoobah,3/2/19 4:26,TRUE,1.1017E+18,1.1017E+18,3228500821,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",CrinklyConnor96,0,FALSE,FALSE,NA,NA,,,
"Gaylord Middle School girls 7th grade basketball vs Cadillac from Thursday.  I was able to capture both games, but… https://t.co/uNCWT9z18Z",FALSE,0,NA,3/2/19 4:25,TRUE,NA,1.1017E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",rdeforge,0,FALSE,FALSE,NA,NA,,,
I’ve been feeling achy for 2 days. Hope it’s not the onset of the flu!!!,FALSE,0,NA,3/2/19 4:22,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Shes__All__That,0,FALSE,FALSE,NA,NA,,,
"@CuriousCoobah I just had the flu with all of that. See a doctor ASAP, as the only medicine that will help it only… https://t.co/PHxIYUQ5Yq",FALSE,1,CuriousCoobah,3/2/19 4:21,TRUE,1.10159E+18,1.1017E+18,3228500821,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",CrinklyConnor96,0,FALSE,FALSE,NA,NA,,,
"Research that can make flu viruses more dangerous was put on hold by the government in 2014. Now, the government ha… https://t.co/l7uELzkGkk",FALSE,5,NA,3/2/19 4:19,TRUE,NA,1.1017E+18,NA,"<a href=\http://www.socialflow.com\"" rel=\""nofollow\"">SocialFlow</a>""",NYTHealth,10,FALSE,FALSE,NA,NA,,,
"Sick and tired of being sick and tired, never taking my health for granted again #FluSeason",FALSE,0,NA,3/2/19 4:17,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",not__lou,0,FALSE,FALSE,NA,NA,,,
When you are sick with the flu and your day turns out like the cat’s; lazy but hanging on the edge. Stay healthy ou… https://t.co/ITcOil07Uk,FALSE,0,NA,3/2/19 4:17,TRUE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",SafeRide4Kids,0,FALSE,FALSE,NA,NA,,,
It's flu season again. Today I learned that out of 33 developed countries 32 have universal healthcare. The other t… https://t.co/ngv0jWlieS,FALSE,1,NA,3/2/19 4:16,TRUE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",porter5101,0,FALSE,FALSE,NA,NA,,,
Five foods to help you get through flu season that you have in your kitchen and five more to add to  https://t.co/lu2hG0orrf,FALSE,0,NA,3/2/19 4:16,FALSE,NA,1.1017E+18,NA,"<a href=\http://pinterest.com\"" rel=\""nofollow\"">Pinterest</a>""",amomlessmom,0,FALSE,FALSE,NA,NA,,,
"@OpTicMBoZe Don’t worry, I just got done with the flu bro😂",FALSE,3,OpTicMBoZe,3/2/19 4:14,FALSE,1.1017E+18,1.1017E+18,267740145,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",nofilterwarning,0,FALSE,FALSE,NA,NA,,,
"Bad news from our Dr Dave Hnida. not too late for the shot!
 
A New, More Powerful Strain Of Flu Has Just Hit Color… https://t.co/dGbZoiyFd8",FALSE,3,NA,3/2/19 4:14,TRUE,NA,1.1017E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",jimbcbs4,3,FALSE,FALSE,NA,NA,,,
Can the Flu and Other Viruses Cause Neurodegeneration? https://t.co/rzWCKbDWbl https://t.co/qdaq32D068,FALSE,1,NA,3/2/19 4:13,FALSE,NA,1.1017E+18,NA,"<a href=\https://dlvrit.com/\"" rel=\""nofollow\"">dlvr.it</a>""",Ingentium_PD,1,FALSE,FALSE,NA,NA,,,
@shannonstacey I don't miss the flu I had but damn do I miss the sleep I got with Nyqil.,FALSE,2,shannonstacey,3/2/19 4:13,FALSE,1.1017E+18,1.1017E+18,15462599,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",lillie_80,0,FALSE,FALSE,NA,NA,,,
I be like: sorry ya'll I can't go out tomorrow night I have the flu scheduled for 7:00pm and an ear infection at 9:00 🤷🏼‍♂️🤷🏼‍♀️,FALSE,1,NA,3/2/19 4:12,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",caIIitkarma,0,FALSE,FALSE,NA,NA,,,
"I try really hard to respect my work place(since they pay me), but when I see a sign like this......I can't. \Flu s… https://t.co/5u917tqVJs""",FALSE,1,NA,3/2/19 4:11,TRUE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",kiowanurse,0,FALSE,FALSE,NA,NA,,,
"Im really sick with stomach flu its been a rough and painful day, hopefully i feel a little better tomorrow",FALSE,0,NA,3/2/19 4:11,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Havenisagrump,0,FALSE,FALSE,NA,NA,,,
I have the flu and spent $80 at the pharmacy for tamaflu so I’m gonna go drown myself in Gatorade.,FALSE,2,NA,3/2/19 4:11,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",cstenzyy,0,FALSE,FALSE,NA,NA,,,
I wanna go watch this game. Work is never gonna end🙃,FALSE,0,NA,3/2/19 4:11,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",FLU_2Cold,0,FALSE,FALSE,NA,NA,,,
Two children died from Dengue today. If me see Chris Tufton in Portland the country really gone. We are in a Dengue… https://t.co/SSE4iF831x,FALSE,1,NA,3/2/19 4:10,TRUE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",ConcernedJam,1,FALSE,FALSE,NA,NA,,,
@abbyfaithroller The flu should not be a thing,FALSE,1,abbyfaithroller,3/2/19 4:10,FALSE,1.1017E+18,1.1017E+18,1.07875E+18,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",cheyenne2k18,0,FALSE,FALSE,NA,NA,,,
I’m at home with the flu while my best friend @SaraCounts is having her bachelorette party. This fucking sucks,FALSE,0,NA,3/2/19 4:09,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",jshepp121,0,FALSE,FALSE,NA,NA,,,
"Started with Erolin, Pharma Cold and Flu and Vitamin C. Now mi reach olbas oil, coffee and rum and about to go wrap… https://t.co/7O4eizA2sw",FALSE,0,NA,3/2/19 4:09,TRUE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",badgyaljj,0,FALSE,FALSE,NA,NA,,,
@NYTScience What could go wrong with making the flu more dangerous?  Ive always said we need to beef em up,FALSE,1,NYTScience,3/2/19 4:09,FALSE,1.10169E+18,1.1017E+18,1435461,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",GnapTheGrey,0,FALSE,FALSE,NA,NA,,,
"Ugh, I hate the flu, it sucks, here is sailor might to cheer you all up if you're sick too https://t.co/ZX3JcfGnic",FALSE,0,NA,3/2/19 4:07,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",PlayzToffee,0,FALSE,FALSE,NA,NA,,,
When Ya Boy does his solo whilst having the flu...... also may have forgotten to breath for 2:30 minutes.… https://t.co/0bCgFo5xyC,FALSE,3,NA,3/2/19 4:07,TRUE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",recoveringMetro,0,FALSE,FALSE,NA,NA,,,
The Flu is the Devil!,FALSE,0,NA,3/2/19 4:07,FALSE,NA,1.1017E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Wasssaname,0,FALSE,FALSE,NA,NA,,,
@cloneposter Maybe Jessica Queller had the flu that day?,FALSE,1,cloneposter,3/2/19 4:05,FALSE,1.10169E+18,1.1017E+18,20895383,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",BlaiddDrwg1982,0,FALSE,FALSE,NA,NA,,,
.@marisolnichols @natboltt remenisce during Season 2 when there was a major stomach flu outbreak going around Vanco… https://t.co/xTuUhZBC4R,FALSE,2,NA,3/2/19 4:04,TRUE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",nerdycurious,0,FALSE,FALSE,NA,NA,,,
"The life of having two #autoimmunediseases never stops! First a reaction to the flu shot, then the flu in January,… https://t.co/dvP70kWDGv",FALSE,0,NA,3/2/19 4:04,TRUE,NA,1.10169E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",stephanie9973,0,FALSE,FALSE,NA,NA,,,
John Collins is eligible to come back from his flu if the game goes past midnight right,FALSE,0,NA,3/2/19 4:01,FALSE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mehtastic,0,FALSE,FALSE,NA,NA,,,
"@manfightdragon Ouch.. I Inexplicably haven't been sick at all in 2 years, and I'm awaiting the day the flu or hell, a cold destroys me.",FALSE,2,manfightdragon,3/2/19 4:00,FALSE,1.10169E+18,1.10169E+18,491895975,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",bryson_harrison,0,FALSE,FALSE,NA,NA,,,
"A New, More Powerful Strain Of Flu Has Just Hit Colorado https://t.co/blSMMNupIp https://t.co/q3ZQhWQZrQ",FALSE,2,NA,3/2/19 3:59,FALSE,NA,1.10169E+18,NA,"<a href=\https://dlvrit.com/\"" rel=\""nofollow\"">dlvr.it</a>""",CBSDenver,6,FALSE,FALSE,NA,NA,,,
My kiddo has the flu.  😷,FALSE,0,NA,3/2/19 3:54,FALSE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",GuitarLessonsOk,0,FALSE,FALSE,NA,NA,,,
Comments of The ⁦@UWMadison⁩ official about the goals of the work neglect that the findings of the studies to date… https://t.co/3URRy4Lqi9,FALSE,4,NA,3/2/19 3:51,TRUE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mlipsitch,2,FALSE,FALSE,NA,NA,,,
@jenrunswithdogs flu is an awful thing - hopefully you recover quickly!!,FALSE,1,jenrunswithdogs,3/2/19 3:50,FALSE,1.10169E+18,1.10169E+18,8.90325E+17,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",binkyjh,0,FALSE,FALSE,NA,NA,,,
Oh OK are we unplugging tomorrow? Maybe I’ll just sleep through it. #Flu,FALSE,1,NA,3/2/19 3:50,FALSE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",KaiMoore,0,FALSE,FALSE,NA,NA,,,
The flu has literally kicked our butt this week.,FALSE,0,NA,3/2/19 3:48,FALSE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",JulieAda4,0,FALSE,FALSE,NA,NA,,,
@kriddlet7 And he doesn't even need granny's flu remedy.,FALSE,0,kriddlet7,3/2/19 3:48,FALSE,1.10168E+18,1.10169E+18,2498376777,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",phillipthreet,0,FALSE,FALSE,NA,NA,,,
"\Welcome to your #escape room! Remember to have fun and let me know if you need any hints.\"" ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"\""Okay guys"," the real… https://t.co/SBaI5GbRHR""",FALSE,4,NA,3/2/19 3:47,TRUE,NA,1.10169E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Kahnerandsuch,0,FALSE,FALSE,NA,NA,,
"Research that can make flu viruses more dangerous was put on hold by the government in 2014. Now, the government ha… https://t.co/Ka0tMkoog5",FALSE,16,NA,3/2/19 3:47,TRUE,NA,1.10169E+18,NA,"<a href=\http://www.socialflow.com\"" rel=\""nofollow\"">SocialFlow</a>""",NYTScience,18,FALSE,FALSE,NA,NA,,,
"@KitchaSaventhes I'm glad you better unfortunately for me I just got sick, but thankfully it's just a cold, I don't… https://t.co/4mvzuIN339",FALSE,1,KitchaSaventhes,3/2/19 3:47,TRUE,1.10112E+18,1.10169E+18,234159978,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",Midnight_snow6,0,FALSE,FALSE,NA,NA,,,
I hope I don’t catch the flu🙅🏽‍♀️😷,FALSE,0,NA,3/2/19 3:46,FALSE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",queenjniya,0,FALSE,FALSE,NA,NA,,,
"@tayylorcheyenne You got a flu shot so you good. And you’re the one who works at a hospital, you probably got me sick",FALSE,0,tayylorcheyenne,3/2/19 3:46,FALSE,1.10169E+18,1.10169E+18,2490006492,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Hannah_deaton23,0,FALSE,FALSE,NA,NA,,,
"It has been a week. Both my kids got ill with the flu. I worked all week, barely slept at night, ate crap food all… https://t.co/TowgMBH07x",FALSE,2,NA,3/2/19 3:45,TRUE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",JohannaMarcia01,0,FALSE,FALSE,NA,NA,,,
"It seems as though I can no longer avoid the plague that is cold and flu season.
Running a half marathon and flying… https://t.co/JBQcup9Ea1",FALSE,0,NA,3/2/19 3:44,TRUE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Stacey_Lynn517,0,FALSE,FALSE,NA,NA,,,
@admiredart I have the flu and my voice is all messed up. I had an interview to do this afternoon so I was not talking to save it!,FALSE,20,admiredart,3/2/19 3:42,FALSE,1.10168E+18,1.10169E+18,8.50335E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",TheGoldenRatio4,0,FALSE,FALSE,NA,NA,,,
"Public Service Post: The flu is late this year and Arkansas is in the \hot\"" zone. Estimates run as high as 1 in 5 w… https://t.co/506Z3jGpF3""",FALSE,0,NA,3/2/19 3:42,TRUE,NA,1.10169E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",EdGarnerAR,0,FALSE,FALSE,NA,NA,,,
So what I can tell from this tweet is that Vince Carter still uses ginger ale as a herbal remedy for the flu as well https://t.co/lWsn1YIVbJ,FALSE,0,NA,3/2/19 3:42,FALSE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Thacoolbreeze,0,FALSE,FALSE,NA,NA,,,
"When you get the haven’t-eaten-in-30-hours-without-puking flu bod, you try on your baiting suit for spring break https://t.co/Tr0iTrPQ1b",FALSE,2,NA,3/2/19 3:41,FALSE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Isaxleigh,0,FALSE,FALSE,NA,NA,,,
Tfw your crush doesn't come to work cuz he has the flu :c,FALSE,0,NA,3/2/19 3:41,FALSE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",gonegirl95,0,FALSE,FALSE,NA,NA,,,
It sucks getting sick all the time. This flu is kicking my ass,FALSE,0,NA,3/2/19 3:41,FALSE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",KiaraMoten,0,FALSE,FALSE,NA,NA,,,
@Houston_RN I'm sure you are babies will wear you down like you have the flu. I hope you get some really good rest soon! 💕💕💕,FALSE,0,Houston_RN,3/2/19 3:40,FALSE,1.10169E+18,1.10169E+18,2351779069,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Missing_In_MS,0,FALSE,FALSE,NA,NA,,,
via @NYTimes new info on the quiet resumption of funding for flu transmission enhancement studies from ⁦… https://t.co/ejFtDqKjsT,FALSE,2,NA,3/2/19 3:40,TRUE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mlipsitch,1,FALSE,FALSE,NA,NA,,,
@editingemily Did you get the flu shot?,FALSE,0,editingemily,3/2/19 3:39,FALSE,1.10163E+18,1.10169E+18,1066151600,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mcbride_aws,0,FALSE,FALSE,NA,NA,,,
"So I get the flu.
Lay in bed and don’t eat a calorie for like 36 hours.
Finally start to feel better so I start eat… https://t.co/WhFKAtw3TA",FALSE,0,NA,3/2/19 3:39,TRUE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",TheRealPatrickJ,0,FALSE,FALSE,NA,NA,,,
@taj514 has flu like symptoms...a lil fever..🤧🤒,FALSE,3,taj514,3/2/19 3:39,FALSE,1.10169E+18,1.10169E+18,70428310,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Lealae028,0,FALSE,FALSE,NA,NA,,,
Green tea candy great for when you have the flu and sinus infection at the same time!📢 https://t.co/fr7LlhnYTj,FALSE,1,NA,3/2/19 3:37,FALSE,NA,1.10169E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",windthruthetre1,0,FALSE,FALSE,NA,NA,,,
"Showed up half an hour late to a meeting
Got held up doing someone else’s work for three hours
Faced work sexism fo… https://t.co/IRMPMr0Gai",FALSE,0,mohalyak,3/2/19 3:36,TRUE,1.10169E+18,1.10169E+18,1347274848,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",mohalyak,0,FALSE,FALSE,NA,NA,,,
"Studies of Deadly Flu Virus, Once Banned, Are Set to Resume Express News https://t.co/RLEsbFdHHz",FALSE,0,NA,3/2/19 3:36,FALSE,NA,1.10169E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",NewExpressNews,0,FALSE,FALSE,NA,NA,,,
"@WriteSox @whitesox I wish Kenny Williams would just go away...he's like a bad @whitesox flu. As if the aches, pain… https://t.co/29sJvRzpbM",FALSE,0,WriteSox,3/2/19 3:35,TRUE,1.1013E+18,1.10169E+18,95712580,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",jeremy6923,0,FALSE,FALSE,NA,NA,,,
1 last flu before winter ends ?,FALSE,0,NA,3/2/19 3:35,FALSE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",shamade3,0,FALSE,FALSE,NA,NA,,,
"Wanna know what it’s like to have your period and the flu at the same time?... no, no you don’t cause it’s likE HAV… https://t.co/IRUJUvaqOj",FALSE,0,NA,3/2/19 3:32,TRUE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Brappise,0,FALSE,FALSE,NA,NA,,,
@Mouse_Jones Sounds like the flu 😬,FALSE,0,Mouse_Jones,3/2/19 3:31,FALSE,1.10162E+18,1.10169E+18,23194511,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",yoitztati,0,FALSE,FALSE,NA,NA,,,
Flu cases continue to increase in Tuscaloosa  https://t.co/OMlVoqyjQk,FALSE,0,NA,3/2/19 3:30,FALSE,NA,1.10169E+18,NA,"<a href=\https://bnn.socialpilot.in\"" rel=\""nofollow\"">SocialPilot Custom Package</a>""",tuscaloosatimes,0,FALSE,FALSE,NA,NA,,,
"Can the Flu and Other Viruses Cause Neurodegeneration? https://t.co/xTnI4FShXR \...no slam-dunk study that demonstr… https://t.co/hN2M1rsGLX""",FALSE,0,NA,3/2/19 3:28,TRUE,NA,1.10169E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",microRNApro,2,FALSE,FALSE,NA,NA,,,
@GuitarCheron @pupsMama7 This is scary. Can they keep it safe? I have my doubts and have visions of another outbreak of the Spanish flu...,FALSE,2,GuitarCheron,3/2/19 3:27,FALSE,1.10166E+18,1.10169E+18,187297426,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",DiPasqualeDeb,0,FALSE,FALSE,NA,NA,,,
"sipping wockiesha , it stop the flu",FALSE,0,NA,3/2/19 3:25,FALSE,NA,1.10169E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",naeeee22,0,FALSE,FALSE,NA,NA,,,
"My latest mailday was an accumulation from my flu days and it put me over 270,000 total Cubs cards. Check out what… https://t.co/GBdVhhvfYC",FALSE,3,NA,3/2/19 3:24,TRUE,NA,1.10168E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",onemillioncubs,0,FALSE,FALSE,NA,NA,,,
"Studies of Deadly Flu Virus, Once Banned, Are Set to Resume   via @NYTimes https://t.co/GIPv5xvHYk",FALSE,1,NA,3/2/19 3:23,FALSE,NA,1.10168E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mlipsitch,1,FALSE,FALSE,NA,NA,,,
"@NBCSChicago @NBCSWhiteSox Once again, I just wish Kenny Williams would just go away...he's like a bad @whitesox fl… https://t.co/bI3gFyYgG0",FALSE,0,NBCSChicago,3/2/19 3:23,TRUE,NA,1.10168E+18,20460897,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",jeremy6923,0,FALSE,FALSE,NA,NA,,,
@Momma_JJ @OHFCSO @stormyshores @a_dawn1102 @IAmBigDaddy87 @Michelleluvpups Oh no the flu? Hope you’re feeling a lo… https://t.co/WsOg4roadi,FALSE,1,Momma_JJ,3/2/19 3:23,TRUE,1.10168E+18,1.10168E+18,296897787,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",bajsw100,0,FALSE,FALSE,NA,NA,,,
"I didn’t know my ears needed to pop, but they just did and aaaaahhhhhhhhhh.  This flu is so weird.",FALSE,0,NA,3/2/19 3:22,FALSE,NA,1.10168E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",natedorough,0,FALSE,FALSE,NA,NA,,,
"2. Tribal, mysterious, chill #vocal #deepNtech

Birdsong Ft. @Zola_Blood (@Superflumusic Remix) - @Claptone_… https://t.co/dF7mzCQ5Mq",FALSE,0,NA,3/2/19 3:22,TRUE,NA,1.10168E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",danceNvibes,0,FALSE,FALSE,NA,NA,,,
I’ve lost 4 pounds bc of the flu  #skinnylegend,FALSE,3,NA,3/2/19 3:21,FALSE,NA,1.10168E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",cdgdcg,0,FALSE,FALSE,NA,NA,,,
"Went to urgent care, and tested positive for the flu 🤒",FALSE,0,NA,3/2/19 3:20,FALSE,NA,1.10168E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",7thDeadlyVenom,0,FALSE,FALSE,NA,NA,,,
I am pretty sure this flu thing is going to kill me.,FALSE,0,NA,3/2/19 3:20,FALSE,NA,1.10168E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",_KeilsLiberty_,0,FALSE,FALSE,NA,NA,,,
Please pray for my husband Jason. He is about to get on a plane to Sweden &amp; he says he feels like he’s coming down… https://t.co/jBaOFaWvz7,FALSE,0,NA,3/2/19 3:18,TRUE,NA,1.10168E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",crsteph70,0,FALSE,FALSE,NA,NA,,,
Yo this flu has got me down 9lbs in 3 days. I really wish I had the energy to take some fire nudes right now… https://t.co/wFxGQB6Px5,FALSE,7,NA,3/2/19 3:17,TRUE,NA,1.10168E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",gotjamison,0,FALSE,FALSE,NA,NA,,,
"coincidence i get a call from my doctors telling me to get my flu shot, right as i start getting sick ??  
no",FALSE,5,NA,3/2/19 3:16,FALSE,NA,1.10168E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",maddylacharite0,0,FALSE,FALSE,NA,NA,,,
When should I order my st.patties day shirt🤔,FALSE,0,NA,3/2/19 3:14,FALSE,NA,1.10168E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",FLU_2Cold,0,FALSE,FALSE,NA,NA,,,
I got the flu so i made this beat!! Aachuu Prod by #Klassicreynoso #beats #blogger #beatsforsale #beatstars… https://t.co/qWG2slIJkY,FALSE,0,NA,3/2/19 3:14,TRUE,NA,1.10168E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",EliteProducers,0,FALSE,FALSE,-73.0369,41.5583,,,
