location
New York
"Denver, CO"
"Louisiana, MO"
"North Carolina, USA"
"Manhattan, NY"
Ireland
"Charleston, SC"
"Florida, USA"
"Kentucky, USA"
"Tupelo, Ms"
"Washington Heights, New York"
"Chicago, IL"
"Washington, DC"
"Gulfport, MS"
United States
"Chicago, IL"
"Boston, MA"
Broward
"Vernon, CT"
"Washington, DC"
"Roanoke, VA"
"Evanston, IL"

"Florida, USA"
"Ocean City, MD"
"Kentucky, USA"
United States
"Cleveland, Ohio"
"Washington, DC"
"Richmond, VA"
Ontario Canada
"Cincinnati, OH"
"Annapolis, Maryland"
"Atlanta, GA"
"New Mexico, USA"
"St Louis, MO"
"Sheridan, AR"
"New York, NY"
United States
MN/WI
"Brooklyn, NY"
"Alpharetta, GA"
"Stamford, CT"
"Salt Lake City, UT"
"Huntsville, AL"
"Saint John, New Brunswick"
"Alaska, USA"
Wisconsin
New York
toronto
New York
"Lincoln, NE"
"New York, NY"
United States
"Speedway, Indiana"
United States
"Birmingham, AL"
"Arlington, VA"
"Lemont, IL "
"Cincinnati, OH"
"Auburn, IN"
"Denver, CO"
utica 
"Minneapolis, MN"
"Columbia, SC "
"Connecticut, USA"
Louisiana
NJ
"Atlanta, GA"
"Chicago, IL"
"North Babylon, NY"
"Nashville, TN"
"Buffalo, NY"
"Whitney Point, NY"
"Valparaiso, IN"
"Chadwick, IL"
17 Cherry Tree Lane
"Washington, DC"
"Terrebonne, Québec"
Enfield CT
"North Carolina, USA"
KY
USA
Missouri 
"Bethesda, MD"
"Berlin, Maryland"
"Charleston, SC"
"Tulsa, OK"
"Cleveland, Ohio"
"Clever, MO"
New York City
Flushing New York
"Enfield, NC"
"Jacksonville, IL"
"Nolensville, TN"
"Ontario, Canada"
USA
Southern Ohio
NYC
"Brookville, OH"
United States
"Bloomington, IN"
Ireland
"Boca Raton, FL"
"Raleigh, NC"
"Washington, DC"
"Brooklyn, NY"
United States
Ann Arbor
Manchester nh
"Milwaukee, WI"
"State College, PA  USA"
United States
"Charleston, WV"
"Denver, CO"
"North Carolina, USA"
USA
"Washington, DC"
"Halifax, Nova Scotia"
"Albany, NY"
"Tennessee, USA"
"Irvington, NJ"
"Rochester, NY"
New York
"Illinois, USA"
"Caledonia, MI"
"Jackson, MI"
"Indianapolis, IN"
"Long Island, NY"
"Boston, MA"
Lebanon
Appleton W
"Canton, OH"
"Washington, DC"
Brooklyn
"Colorado, USA"
"Princeville, IL"
"Birmingham, AL"
"New York, USA"
"Chattanooga, TN"
United States
"Pennsylvania, USA"
"Pittsburgh, PA"
"Syracuse, NY"
"Cape Cod, MA"
"New York, USA"
"Toledo, Ohio"
"New Hampshire, USA"
"Brooklyn, NY"
"Minneapolis, MN"
"New York, NY"
North America 
In da forest va
Toronto
"Louisiana, USA"
"Mississippi, USA"
"Toronto, Ontario"
"Pennsylvania, USA"
USA
"Long Beach, NY"
"Idaho, USA"
"LI, NY"
"Pennsylvania, USA"
 New York STATE
USA

"Cincinnati, OH"
"Providence, RI"
"Columbus, OH"
"Wellston, OH"
"Connecticut, USA"
"Columbus, Ohio"
"Pittsburgh, PA"
"Maryland, USA"
"Maryland, USA"
"New York, NY"
"Orlando, FL"
Chicago
Washington DC

3/14/16 23:21
"Maryland, USA"
texas
University of Iowa
"Florida, USA"
New York City
"Louisville, Kentucky"
"United states, Louisiana "
Jersey
"Chesterfield, Virginia, USA"
Canada
"Pennsylvania, USA"
"Indianapolis, IN"
"New Jersey, USA"
"Minneapolis, MN"
Youngstown 
"Landover, MD"
"Ashburn, GA"
"Fredericksburg, VA"
md
Dominica
Sussex
"Cleveland, OH"
New York
"Kingsport, TN"
iowa
"New Jersey, USA"
"Sterling, VA"
"Ontario, Canada "
"Lyman, SC"
Canada
Florida
United States
United States
"Prospect, KY"
"Bradyville, TN"
"Covington, KY"
California
"Lakewood, CO"
WESTSIDE
Atlanta
United States
The Islands 
Universal
Hoosier
"upt, dc"
Des Moines
Tennessee
"Louisville, KY"
Tennessee
"Cleveland, OH"
Northern Virginia
United States
"Grand Junction, Colorado"
"Orlando, FL"
"Mississippi, USA"
"Columbus, OH"
United States
"Athens, GA"
"Panama City Beach, FL"
"Boston, MA"
"Washington, DC"
"Toronto, ON, Canada"
United States
"Pennsylvania, USA"
United States
"Oklahoma, USA"
"Pulaski, VA"
"Boston, MA"
Aztec NM
"Knoxville, TN"
"Woodbridge, Virginia"
Pennsylvania 
"Bay Ridge, Brooklyn"
"Leadwood, MO"
"Raleigh, NC"
"Chapel Hill, NC"
United States
Canada
"Gulfport, MS"
Toronto

"Blythewood, SC"
North Carolina
"Akron, OH"
"Indiana, USA"
"Milwaukee, WI"
D[M]V
"Maplewood, NJ"
"Boston, MA"
Central Michigan University
Missouri
"Bethlehem, PA"
"Toronto, Ontario"
H2P
"Indianapolis, IN"
OhiO
"The Villages, FL"
"Omaha, NE"
"Charlotte, NC"
United States
"Ann Arbor, MI & Naple, FL (Dual Citizen)"
United States
New York State
"California, USA"
"Chicago, IL"
Salt Lake City
"Snellville, GA"
"Atlanta, GA"
"Florida, USA"
"Crystal Lake, IL"
"Columbus, Ohio"
"Arkansas, USA"
United States
UpTown Jamaica
"Wilmington, DE"
Cyprus
United States
South Wales
USA
"Cambridge, Massachusetts"
USA
United States
"Indianapolis, IN"
"Florida, USA"
Washington DC
"Chicago, IL"
"Urbandale, Iowa"
United States
"Chicago, IL"
Pennsylvania
Essex
"Burlington, VT"
United States
"Philadelphia, PA"
USA
"Minneapolis, MN"
"Harrisburg, PA"
Southwest MI
Atlanta
OHIO
United States
"Boston, MA"
Ky
New York
"Florida, USA"
USA
Canada
USA
"columbia,tn."
"New York, USA"
Sweden
Bugscuffel Community AR
Canada
"Illinois, USA"
Southern Indiana
"Wilson, NY"
"Louisville, KY"
"New York, NY"
Norge
"Mississauga, Ontario, CANADA"
Brampton Ontario
"Cleveland, OH"
"Lexington, KY"
earth
United States
"Noblesville, IN"
"Madison, Wisconsin"
St louis
"Connecticut, USA"
USA
Earth
"Florida, USA"
South Florida
"Scarsdale, NY"
"Texas, USA"
"Madrid, IA"
fl
"Northern Virginia, USA"
"Ottawa, Ontario"
"Pompton plains, NJ"
Greendale
"Portales, NM"
"Highlands Ranch, CO"
United States
Earth
trench 
"Mississippi, USA"
"Ashland, OH"
"North Carolina, USA"
United States
"East Coast, USA"
"Toronto, Ontario"
"Marion, IA"
"Massachusetts, USA"
"Middletown, OH"
Mars
United States
"Baltimore, MD"
"Burlington, VT"
"Oklahoma City, OK"
Texas
"Evansville, IN"
"New Jersey, USA"
"Nashville, TN"
"Green Bay,WI"
Canada
"Tennessee, USA"

"College Park, MD"
United States
USA
"Philadelphia , PA"
United States
"fort collins, co"
The Woods
Texas
"Toledo, Ohio"
USA
"Nova Scotia, Canada"
"Bloomfield, NJ"
"Kewanee, IL"
"Buffalo/Rochester, NY"
"Wytheville, VA"
"Clinton, IA"
"New York, NY"
Australia
MD
"Atlanta, GA"
"Guthrie, OK"
"Nebraska, USA"
"Georgia, USA"
"Cincinnati, OH"
Vegas 
Minnesota
"Memphis, TN"
"Southern Pines, NC"
"Columbus, OH"
USA/MD
"Finksburg, MD"
"Greenville, SC"
"New York, USA"
Ballymena NI
Belgium
New Zealand
Lincolnshire
"New Haven, CT"
"Edmond, OK"
"Richmond, Va."
"California, USA"
Belgium
"Philadelphia, PA"
"Atlanta, GA"
"Texas, USA "
Belgium
Rocky Mountains
North Carolina
"St. John's, Antigua"
"St. Louis, MO USA"
"Tennessee, USA"
United States
Australia
Des Moines
"California, USA"
"South Carolina, USA"
HARRY
Wonderland
"Kennesaw, GA"
"Brooklyn, NY"
"Port Charlotte, FL"
"Columbia, KY "
California
United States
"Texas, USA"
"Knoxville, TN"
"Chicopee, MA"
Essex
"Baltimore, MD"
"Atlanta, GA"
"Ohio, USA"
"Pittsburgh, PA"
Australia 
NW Ohio
"Denver, CO"
United States
"Belvidere, IL"
"California, USA"
Toronto
TN
"Philadelphia, PA"
"Chicago, IL "
"Bridgeview, IL"
"Kansas City, MO"
Jamaica
 TEXAS 
"Manhattan, NY"
New York City
"Baltimore, MD"
California
USA
United States
"Chicago, IL"
"Chicago, IL"
United States
Wichita 
"Atlanta, GA"
"Naperville, IL"
"Minnesota, USA"
On the side of the river
"Lakeland, FL"
Hampton Roads Virginia
"NoVA, USA"
Wonderland
"Chicago, IL"
"Tennessee, USA"
"Illinois, USA"
"Croton-on-Hudson, NY"
Pennsylvania
"Moore, OK"
"Mt. Vernon, NY"
United States
"Montreal, Qc"
usa

"Ohio, USA"
"South Carolina, USA"
chicago
"Wichita Falls, Texas"
"Clarksville, AR"
"Grand Rapids, MI"
DC
"Newark, NY"
"East Amherst, New York"
"Cedar Rapids, IA"
"Kansas City, MO"
"Manhattan, NY"
"Philadelphia, PA"
"Rochester, NY"
"Chicago, IL"
Louisiana 
United States
"Easthampton, MA"
New York
Chicago
"Missouri, USA"

"Highland Park, IL"
"Grand Rapids, Michigan"
Marshalls Creek PA
United States
Jamaica
Louisville Ky
NYC
Texas
Georgia
"Long Island, NY"
" Missouri, USA"
"New York, NY"
"Brooklyn, NY"
Canada
"Bloomington, IN"
"DeKalb, IL"
Wherever there’s food 
USA
"Washington, D.C."
"Louisville, Ky"

Canada
"Evansville, Indiana"
Canada
"Washington, USA"
Charlottesville
"Chapel Hill, NC"
St Louis
USA
"rocky mount, north carolina"
"Albany, GA"
NEW YORK
"Tennessee, USA"
"Muskegon, MI"
"California, USA"
"Toronto, Ontario"
"Bristol, CT"
Bloom County
"Booneville, MS"
Albion
"Milton/Pensacola, Florida"
"Thomasville, GA"
Purdue University
Atlanta
Indiana State University
"Lawrence, Kansas"
"Philadelphia, PA, USA"
"Atlanta, GA"
United States
"Atlanta, GA"
United States
Cedar Falls
The corner.
"SLC, Utah"
"St. Paul, MN"
Oklahoma City
"Wisconsin, USA"
"Statesboro, GA"
"California, USA"
"Salt Lake City, UT"
"Wyoming, USA"
"Ottawa, Ontario"
"Louisville, KY"
"Littleton, CO"
"Cheyenne, Wyoming"
"Nova Scotia, Canada"
"Delaware, USA"
Florida
"New York, NY"
USA
"Tappahannock, VA"
"Kansas City, MO"
"Indiana, USA"
United States
New Zealand
Arkansas
"Pennsylvania, USA"
Illinois
"Ontario, Canada"
"Indiana, USA"
"Wisconsin, USA"
"Columbus, OH"
"VA, USA"
USA
"Mississauga, Ontario"
"Washington, USA"
Texas
Canada
"orlando, FL"
United States
"Texas, USA"
"North Carolina, USA"
NEW YORK
"Atlanta, GA"
Pennsylvania
USA
"Bristol, RI"
St Paul
"Miami, FL"
"New York, NY"
Jacksonville FL
Earth
"St Clair Shores, MI"
"Ottawa, Canada"
Utah
Iowa
"Morgantown, WV"
United States
WV
VA
"Fort Myers, FL"
"New York, NY"
"Louisiana, USA"
Everywhere USA
"New York, NY"
"Chicago, IL"
USA
"Ames, USA"
florida
"Maysville, KY"
"New York, NY"
NYC
"Maine, USA"
"Saginaw, MI"
Philly
"Newark, DE "
"Ohio, USA"
"Jefferson, OH"
"Lake Zurich, IL"
United States
"Atlanta, GA"
"Opelika, AL"
"Hampton, Ga"
BROOKLYN. 
"Chicago, IL"
"Cedar Rapids, IA"
United States
"Strawberry, Ar"
United States
St.Louis MO
"Rockledge, FL"
Orlando
United States

im in bed
the ville 
"Montréal, Québec"
"Indianapolis, IN"
"Nashville, TN"
texas
"Noblesville, IN"
"Rolla, MO"
USA
Jupiter
United States
USA
Pennsylvania
"Livonia, MI"
"Texas, USA"
"California, USA"
"Chicago, IL"
"Forest, VA"
"Denver, CO"
"Ohio, USA"
"New Jersey, USA"
"Chattanooga, TN"
"Nevada, USA"
Newberry Sc
"Florida, USA"
"Galloway, NJ"
"Pennsylvania, USA"
"Tulsa, OK"
"Chicago, IL"
"Madison, WI"
"New Castle, PA"
"Kentucky, USA"
"Tennessee, USA"
"Cleveland, Ohio "
"Oceanside, CA"
Earth 
"Jacksonville,FL"
Ohio
pittsburgh
"Minneapolis, MN"
"California, USA"
"North Carolina, USA"
Sunnydale
"Orchard Park, NY"
USA
"Louisiana, USA"
"Maryland, USA"
"Beltsville, MD"
"Morelia, Michoacán de Ocampo"
"Indiana, USA (Kentuckiana)"
"New York, New York"
"New Bedford, MA"
"North Carolina, USA"
Orlando FL
"Boston, MA"
Miami (305 all the way live!)
"lawrence, ks"
Tenn.
"Asheville, NC"
Maryland
"New Jersey, USA"
"Pendleton, IN"
"Miami, FL"
"Boston, MA"
Atlanta Ga
Yeehaw🤠
"Williamsburg, VA"
London/Miami
Australia
texas
"Chicago, Illinois (USA)"
"Indianapolis, IN"
New Zealand
"Nashville, TN"
"Georgia, USA"
NJ
"Memphis, TN"
"Toronto, Canada"
"Bryant, AR"
"Pennsylvania, USA"
"Chattanooga, TN"
"East Tennessee, USA"
"Texas, USA"
Connecticut
"Jonesboro, AR"
"Clinton, IA"
"Pittsburgh, PA"
Omaha 
Arkansas
"Atlanta, GA"
California 
Philadelphia
Charlotte
"Augusta, GA"
USA
"Florida, USA"
"Tennessee, USA"
New Zealand
"Washington, DC"
"Tampa, FL"
"Texas, USA"
"Oxford, GA"
"Poughkeepsie, NY"
Jamaica
"Halifax, Nova Scotia"
"Alexandria, IN"
"Detroit, MI"
219/260
Canada
"New Jersey, USA"
"Bedford Stuyvesant, Brooklyn"
"Denver, CO"
United States
Purgatory
"Denver, CO"
"Georgia, USA"
"Weymouth, MA "
Massachusetts
Kentucky
"Toledo, OH"
"Joplin, MO"
"Cleveland, OH"
"Ann Arbor, MI"
"East Coast, USA"
"New Jersey, USA"
Atlanta - Miami 
"Chicago, IL"
North Carolina
"Atlanta, GA"
"Charleston, SC"
"Charlotte, NC"
"Boston, MA"
"Minnesota, USA"
Ireland
megannnjulia
"In Limbo, Georgia"
United States
"Florida, USA"
"Celebration, FL"
"Florida, USA"
"Washington, DC"
"Pittsburgh, PA"
"Baltimore, MD"
"Aurora, CO"
"Marysville, OH"
"Louisville, Kentucky"
United States
"West Pittston, PA"
United States
United States
United States
United States
The Divided States of America
"Baltimore, MD"
"Carlisle, PA"
"Southern Pines, NC"
"Oakhurst, NJ"
Jamaica
"Oklahoma City, OK"
"Macon, GA"
"Chapmanville, WV"
United States
"Youngstown, NY"
"New Jersey, USA"
Jamaica
"Atlanta, Ga"
Toronto
"Clinton, MI"
Kingston Jamaica
"Nashville, TN"
"Tonganoxie, KS"
USA 
"Toronto, Ontario"
"Maryland, USA"
Texas
United States
New york 
United States
"Des Moines, IA"
"Montgomery, AL"
"New York, NY"
California
Louisiana
"Batesville, AR"
Tampa Fl.
"Point Pleasant, WV"
"Columbus, OH"
Long Island
"Ohio, USA"
Bakersville
"Orlando, FL"
"Kingston, Jamaica "
"St Louis, MO"
United States
"Illinois, USA"
"Florida, USA"
"West Lafayette, IN"
"Denver, CO"
"Washington, DC"
"Toronto, Ontario"
United States
"New York, USA"
"Kansas City, KS"
west salem
"Denver, CO"
United States
USA
"Near Charlotte, NC"
"Cleveland, OH"
"New York, USA"
"Nashville, TN"
"Tulsa, OK"
"Washington Heights, Manhattan"
NC
"Staten Island, NY"
"Maryland, USA"
"Philadelphia, PA"
"Broward County, Fl "
"Delaware, USA"
"Greensboro, NC"
"Seymour, IN"
"Florida, USA"
United States
Toronto
Washington
"Perrysburg, OH"
"South Carolina, USA"
"Navarre, FL"
"King William, VA "

"Alabama, USA"
Washington DC
"Rochester, NY"
new york city
"Hephzibah, GA"
"New Jersey, USA"
"Louisiana, USA"
"Siesta Key, FL"
"California, San Gabriel Valley"
"Washington, DC"
Pacific Northwest USA
"North Carolina, USA"
Georgia 
"Texas, USA"
"Springdale, AR"
"Lovells, MI"
"Kansas City, MO"
"Amarillo, TX"
"Massachusetts, USA"
"Hudson, NY"
United States

"Halifax, Nova Scotia"
"Missouri, USA"
"Chicago, IL.   "
United States
"Atlanta, GA"
"Ohio, USA"
new york
Riverdale
"Arkansas, USA"
"Cleveland, OH"
USA
"Kirkwood, MO"
"Minnesota, USA"
"Illinois, USA"
"Dumont, NJ"
"New Jersey, USA"
"Boston, MA"
"Paris, VA"
"Wellsburg, NY"
Atlanta Ga
"Massillon, OH"
"Nashville, TN"
"Mobile, AL"
"Pennsylvania, USA"
Hatboro
"Atlanta, GA"
"Creedmoor, NC"
Heart of Dixie
"Fort Collins, Colorado"
"Rochester, NY, USA"
"Arlington, VA"
"New York, USA"
Boston
The Mountains
"California, USA"
Toronto
Tennessee
"Buffalo, NY"
United States
"Cincinnati, OH"
Baltimore Maryland
"Ohio, USA"
"Arlington, VA"
"Toronto, Ontario"
"Collins, New York"
the old pueblo
Earth!
Cornwall
Nashville
United States
Princeton WV
"California, USA"
"Old Bridge, NJ"
"Palm Beach County, FL"
"Toronto, Ontario"
"New Brunswick, Canada"
"Pittsburgh, PA"
"Texas, USA"
New York City
"New York, USA"
"Erie, PA"
"Cincinnati, OH"
"Westfield, NJ"
"California, USA"
"Coweta, Oklahoma"
United States
"California, USA"
"Carmel, IN"
"Syracuse, NY"
"Winfield, IN"
California USA
Texas
"Brooklyn, NY"
"Gwinnett County, GA"
Miami
California USA
Washington 
USA
Northern Colorado
"Guadalajara, Jalisco"
USA
"Kansas, USA"
"Greenfield, IN"
"Atlanta, GA"
Ohio
Canada
"Fort Walton Beach, FL"
New York
"Edmond, Oklahoma"
"Illinois, USA"
"New York, New York"
earth
"Denver, CO"
"Atlanta, GA"
Texas
"Leesburg, VA"
"Cullowhee, NC"
"South Dakota, USA"
"Chicago, IL"
"Miami, FL"
"Beaver, PA"
"New York, USA"
washington
"Madison, WI"
"Naperville, IL"
"Pennsylvania, USA"
"Washington, DC"
"Washington, D.C."
"Howell, NJ"
USA
"St Louis, MO"
Nebraska
United States
"Albuquerque, NM"
"Oregon, USA"
"Pg County, MD"
"Georgia, USA"
Ohio
"Stars Hollow, CT"
"memphis, tn"
"Syracuse, NY"
The Hudson Valley
"new london, oh"
United States
"California, USA"
"Missouri, USA"
Mars
Montreal
Australia
USA
"Baltimore, MD"
"Rogers Park, Chicago, IL"
"Illinois, USA"
"Lorain, OH"
"Joliet, IL"
"Brunswick, GA"
"Texas, USA"
"Fords, NJ"
"Texas, USA"
"Denver, CO"
"GREENVILLE, SC"
"Brooklyn, NY"
"Toronto, Ontario"
"St Louis, MO"
"New Jersey, USA"
NJ
"Arlington, VA"
Canada
reading 
"Manassas, Virginia"
gang aft agley
"Creston, Iowa"
"Philadelphia, Pa. "
"Denver, CO"
"Washington, DC"
"Indiana, USA"
"Ottawa, Ontario"
"Cordova, TN."
"Atlanta, GA"
"Boston, MA"
"Richmond, KY"

"Kentucky, USA"
"Montréal, QC"
"Trenton, MI"
"Hanover, NH"
America 
"Vineland, NJ"
Earth
"Florida, USA"
University of Vermont
United States
"Acworth, GA"
"Miami, FL"
"Philadelphia, PA"
"New Zealand,"
Montreal
USA
"Baltimore, MD"
"Rogers Park, Chicago, IL"
"Illinois, USA"
"Lorain, OH"
"Joliet, IL"
"Brunswick, GA"
"Texas, USA"
"Fords, NJ"
"Texas, USA"
"Denver, CO"
"GREENVILLE, SC"
"Brooklyn, NY"
"Toronto, Ontario"
"St Louis, MO"
"New Jersey, USA"
NJ
"Arlington, VA"
Canada
"Manassas, Virginia"
gang aft agley
"Creston, Iowa"
"Philadelphia, Pa. "
"Denver, CO"
"Washington, DC"
"Indiana, USA"
"Ottawa, Ontario"
"Cordova, TN."
"Atlanta, GA"
"Boston, MA"
"Richmond, KY"
"Kentucky, USA"
"Montréal, QC"
"Trenton, MI"
"Hanover, NH"
America 
"Vineland, NJ"
"Florida, USA"
University of Vermont
United States
"Acworth, GA"
"Miami, FL"
"Philadelphia, PA"
"Little Rock, AR"
Canada
"Denver, CO"
"Nova Scotia, Canada"
Arkansas
"Levis, Quebec"
"Rochester, NY"
"Nashville, TN"
Wolves den
"Daytona Beach, FL"
"Roanoke, VA"
United States
Miami😜
"California, USA"
USA
Mississippi
"Henderson, Ky."
Australia
Canada
Tennessee
United States
"Montreal, Quebec"
"Tampa, FL"
Connecticut
"Somerset County, NJ"
"Boston, MA"

"York, PA"
"Old Fort, NC"
"Kansas, USA"
"Toronto, Ontario"
"Statesboro, GA"
"Chicago, IL"
"Muncie, Indiana"
"Lebanon, NH"
Kansas
"Budden Hive(Queens, NY)"
"New Jersey, USA"
"California, USA"
British Virgin Islands
london/paris/nyc
"Nashville, TN"
"Murray, KY"
California
Davenport Iowa
Wyoming
"Atlanta, GA"
"Bay City, MI"
"Pittsburgh, PA"
"Pompano Beach, Florida"
"Spearfish, SD"
"Wisconsin, USA"
"Morgantown, WV"
Chelsea
Miami
"Nashville, Tn."
United States
"Atlanta, GA"
"Lexington Park, MD"
Essex
"Rochester, NY USA"
United States
USA
Texas
"Rochester, NY"
"Cleveland Heights, OH"
Waltham MA
Kansas
"Indiana, USA"
Massachusetts
"New York, New York"
"Bristol, CT"
New York
"vian, oklahoma"
Toronto
USA
"Philadelphia, PA"
Canada
"Texas, USA"
"Atlanta, Georgia USA"
"Brooklyn, NY"
"Burlington,VT"
"Nashville, TN"
"New Brunswick, NJ"
USA
"Montreal, QC"
"Texas, USA"
"California, USA"
"Atlanta, GA"
"The Roc, NY"
Tennessee
"Omaha, NE"
"Rochester, NY"
FL
"Ohio, USA"
Florida
"New York, NY"
"Dayton, OH"
"Chicago, IL"
USA
"Atlanta, GA"
"Nashville, TN"
"Hollywood, FL"
London & New York
"Oregon, USA"
Ireland
"New Jersey, USA"
United States
"Columbus, OH"
"Washington, DC"
"West Lafayette, IN"
USA
Canada
New York
"Minneapolis, MN"
"Atlanta, GA"
Canada
"California, USA"
Guam
New York City
"Derry, PA"
"Orlando, FL"
New York
"West Memphis, Ar"
"Flint, MI"
United States
"Florida, USA"
Canada
Ireland
Guam
"Greenville, SC"
"Salt Lake City, Utah"
"Billerica, MA"
Stamford CT
"Overland Park, KS"
"Durham, NC"
"Pittsburgh, PA"
TEXAS
"Orchard Park, NY"
Missouri
Northern Virginia
United States of Africa
"Toronto, Ontario"
"San Ildefonso Pueblo, NM"
United States
d_samorodnitsky
"Newport, RI"
"South Boston, MA"
United States
"Maryland, USA"
USA
ATL
earth
Valhalla
"Grand Junction, CO"
"Oklahoma City, OK"
orlando/tampa
nc
"Philadelphia, PA"
North Carolina
"Nashville, TN"
"Little Rock, AR"
California
"Florida, USA"
Florida
"Orlando, FL"
New York City
ireland
Illinois
"Buffalo, New York"
"Colchester, VT."
"Daphne, AL"
United States
United States
"California, USA"
Canada
St. Louis Mo
"Chicago, IL"
NJ USA
"Crooklyn, NYC"
"Kansas, USA"
"Minneapolis, MN"
"Springfield, MO"
Staffordshire
The Bahamas
"North Carolina, USA"
"California, USA"
"Toronto, Ontario"
"Washington, DC"
Somewhere in Africa
"Pennsylvania, USA"
"Kansas, USA"
"Jefferson City, MO"
United States
"South Carolina, USA"
Montréal
The United States Of America
"Nashville, TN"
United States
"Rolling Meadows, IL"
Australia
"Lee's Summit, MO"
Essex
"Sandy Springs, GA"
"Trenton, NJ"
"Columbia, MO"
Chicago
"Milwaukee, WI"
"Chattanooga, TN"
"Cincinnati, OH"
"Harlem, NY"
"Milwaukee, WI"
"Hell, USA"
"California, USA"
"Columbus, Ohio"
"Colorado, USA"
usa
"Texas, USA"
"Toronto, Canada"
"Norwood, Ontario"
"Florida, USA"
rosslyn
"Worcester, MA"
USA
"Richmond, KY"
"Perrysburg, OH"
Indiana USA
North Little Rock
Ireland
usa
Northern Kentucky
"Washington, USA"
"Ohio, USA"
"Gadsden, AL"
"North Carolina, USA"
United States
Australia
"Buffalo, NY"
"Pembroke, NC"
Staten Island NY
"Geneva, NY"
"Fort Collins, CO"
"Salt Lake City, UT"
Canada
"Pennsylvania, USA"
Australia
Maryland
"Kansas, USA"
"Indianapolis, IN"
Kalamazoo 
MHK
"Kimberling City, MO"
"Colorado Springs, CO"
"Toronto, Ontario, Canada"
"Pennsylvania, USA"
USA
"Avon, IN"
Kingston/Albany NY
United States of America
NYC
"Tallahassee, FL"
"Cleveland, OH"
"Newark, OH"
"Richmond, MI"
where dreams come true 
"Fort Washington, PA"
"Texas, USA"
"Newark, Delaware"
"Des Moines, Iowa"
"Long Island City, NY"
"Long Island, NY "
"Oregon, USA"
"New York, NY"
"Trenton, NJ"
South Wales
"Cincinnati, OH"
"Atlanta, GA"
"Chester, VA"
"Toronto, ON"
earth
Nebraska
"Boston, MA"
"Texas, USA"
"Toronto, Canada"
United States
Missouri
"Ontario, Canada"
"California, USA"
United States
"Kentucky, USA"
"Georgia, USA"
North Carolina
"Western Massachusetts, USA"
"Indiana, USA"
"California, USA"
"Palmetto, FL"
